,Unnamed: 0,resultId,raceId,driverId,constructorId,grid,positionText,positionOrder,points,laps,fastestLapTime,fastestLapSpeed,status,driverRef,dob,nationality_x,year,round,name_x,date,circuitRef,location,country,constructorRef,nationality_y,position_quali,stop,lap,milliseconds,name,weather,SC Laps
2705,2705,21954,892,20,9,1,1,1,25.0,53,01:27.2,239.187,Finished,vettel,7/3/1987,German,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,red_bull,Austrian,1.0,1,23,24305,Italian Grand Prix,Dry,
2706,2706,21960,892,817,5,7,7,7,6.0,53,01:27.3,238.903,Finished,ricciardo,7/1/1989,Australian,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,toro_rosso,Italian,7.0,1,22,24319,Italian Grand Prix,Dry,
2707,2707,21969,892,16,10,17,16,16,0.0,52,01:27.4,238.564,+1 Lap,sutil,1/11/1983,German,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,force_india,Indian,14.0,1,24,26873,Italian Grand Prix,Dry,
2709,2709,21962,892,1,131,12,9,9,2.0,53,01:25.8,242.924,Finished,hamilton,1/7/1985,British,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,mercedes,German,12.0,2,38,24315,Italian Grand Prix,Dry,
2710,2710,21959,892,3,131,6,6,6,8.0,53,01:26.5,241.095,Finished,rosberg,6/27/1985,German,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,mercedes,German,6.0,1,26,24079,Italian Grand Prix,Dry,
2711,2711,21958,892,807,15,3,5,5,10.0,53,01:26.7,240.495,Finished,hulkenberg,8/19/1987,German,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,sauber,Swiss,3.0,1,24,25633,Italian Grand Prix,Dry,
2712,2712,21966,892,821,15,16,13,13,0.0,53,01:27.1,239.457,Finished,gutierrez,8/5/1991,Mexican,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,sauber,Swiss,17.0,1,27,24668,Italian Grand Prix,Dry,
2714,2714,21970,892,819,207,20,17,17,0.0,52,01:28.6,235.328,+1 Lap,pic,2/15/1990,French,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,caterham,Malaysian,20.0,2,38,26363,Italian Grand Prix,Dry,
2716,2716,21971,892,823,207,19,18,18,0.0,52,01:28.7,235.214,+1 Lap,garde,4/25/1985,Dutch,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,caterham,Malaysian,19.0,2,39,33200,Italian Grand Prix,Dry,
2718,2718,21964,892,8,208,11,11,11,0.0,53,01:26.9,239.853,Finished,raikkonen,10/17/1979,Finnish,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,lotus_f1,British,11.0,2,30,24764,Italian Grand Prix,Dry,
2719,2719,21961,892,154,208,13,8,8,4.0,53,01:27.0,239.591,Finished,grosjean,4/17/1986,French,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,lotus_f1,British,13.0,1,20,27040,Italian Grand Prix,Dry,
2720,2720,21973,892,820,206,22,20,20,0.0,52,01:29.5,233.037,+1 Lap,chilton,4/21/1991,British,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,marussia,Russian,22.0,1,23,26146,Italian Grand Prix,Dry,
2721,2721,21972,892,824,206,21,19,19,0.0,52,01:29.6,232.767,+1 Lap,jules_bianchi,8/3/1989,French,2013,12,Italian Grand Prix,9/8/2013,monza,Monza,Italy,marussia,Russian,21.0,1,22,25541,Italian Grand Prix,Dry,
2722,2722,22402,912,18,1,6,8,8,4.0,53,01:29.2,233.68,Finished,button,1/19/1980,British,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,mclaren,British,6.0,1,22,24669,Italian Grand Prix,Dry,
2723,2723,22404,912,825,1,5,10,10,1.0,53,01:29.3,233.58,Finished,kevin_magnussen,10/5/1992,Danish,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,mclaren,British,5.0,1,21,24214,Italian Grand Prix,Dry,
2724,2724,22397,912,13,3,4,3,3,15.0,53,01:28.3,236.068,Finished,massa,4/25/1981,Brazilian,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,williams,British,4.0,1,23,24323,Italian Grand Prix,Dry,
2725,2725,22398,912,822,3,3,4,4,12.0,53,01:28.6,235.49,Finished,bottas,8/28/1989,Finnish,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,williams,British,3.0,1,24,24991,Italian Grand Prix,Dry,
2726,2726,22415,912,4,6,7,R,21,0.0,28,01:29.7,232.546,Engine,alonso,7/29/1981,Spanish,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,ferrari,Italian,7.0,1,21,24913,Italian Grand Prix,Dry,
2727,2727,22403,912,8,6,11,9,9,2.0,53,01:28.9,234.476,Finished,raikkonen,10/17/1979,Finnish,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,ferrari,Italian,12.0,1,20,24547,Italian Grand Prix,Dry,
2728,2728,22400,912,20,9,8,6,6,8.0,53,01:29.1,233.952,Finished,vettel,7/3/1987,German,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,red_bull,Austrian,8.0,1,18,25176,Italian Grand Prix,Dry,
2729,2729,22399,912,817,9,9,5,5,10.0,53,01:28.6,235.413,Finished,ricciardo,7/1/1989,Australian,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,red_bull,Austrian,9.0,1,26,24388,Italian Grand Prix,Dry,
2730,2730,22407,912,818,5,12,13,13,0.0,53,01:29.1,234.005,Finished,vergne,4/25/1990,French,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,toro_rosso,Italian,13.0,1,24,25046,Italian Grand Prix,Dry,
2731,2731,22405,912,826,5,21,11,11,0.0,53,01:28.5,235.684,Finished,kvyat,4/26/1994,Russian,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,toro_rosso,Italian,11.0,1,30,24651,Italian Grand Prix,Dry,
2732,2732,22406,912,807,10,13,12,12,0.0,53,01:29.4,233.363,Finished,hulkenberg,8/19/1987,German,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,force_india,Indian,14.0,1,19,25547,Italian Grand Prix,Dry,
2733,2733,22401,912,815,10,10,7,7,6.0,53,01:29.1,234.042,Finished,perez,1/26/1990,Mexican,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,force_india,Indian,10.0,1,19,24938,Italian Grand Prix,Dry,
2734,2734,22395,912,1,131,1,1,1,25.0,53,01:28.0,236.975,Finished,hamilton,1/7/1985,British,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,mercedes,German,1.0,1,25,24453,Italian Grand Prix,Dry,
2735,2735,22396,912,3,131,2,2,2,18.0,53,01:28.2,236.432,Finished,rosberg,6/27/1985,German,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,mercedes,German,2.0,1,24,24583,Italian Grand Prix,Dry,
2736,2736,22409,912,16,15,14,15,15,0.0,52,01:29.4,233.34,+1 Lap,sutil,1/11/1983,German,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,sauber,Swiss,15.0,1,24,26864,Italian Grand Prix,Dry,
2739,2739,22413,912,821,15,15,19,19,0.0,51,01:29.4,233.147,+2 Laps,gutierrez,8/5/1991,Mexican,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,sauber,Swiss,16.0,3,49,26849,Italian Grand Prix,Dry,
2740,2740,22411,912,155,207,18,17,17,0.0,52,01:30.8,229.784,+1 Lap,kobayashi,9/13/1986,Japanese,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,caterham,Malaysian,19.0,1,22,25277,Italian Grand Prix,Dry,
2741,2741,22414,912,828,207,22,20,20,0.0,51,01:30.3,231.001,+2 Laps,ericsson,9/2/1990,Swedish,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,caterham,Malaysian,22.0,1,30,28685,Italian Grand Prix,Dry,
2742,2742,22410,912,154,208,17,16,16,0.0,52,01:30.1,231.506,+1 Lap,grosjean,4/17/1986,French,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,lotus_f1,British,18.0,1,20,25098,Italian Grand Prix,Dry,
2743,2743,22408,912,813,208,16,14,14,0.0,52,01:29.9,232.091,+1 Lap,maldonado,3/9/1985,Venezuelan,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,lotus_f1,British,17.0,1,21,24223,Italian Grand Prix,Dry,
2744,2744,22412,912,824,206,19,18,18,0.0,52,01:30.5,230.386,+1 Lap,jules_bianchi,8/3/1989,French,2014,13,Italian Grand Prix,9/7/2014,monza,Monza,Italy,marussia,Russian,20.0,1,27,26641,Italian Grand Prix,Dry,
2746,2746,22773,938,4,1,16,18,18,0.0,47,01:29.3,233.575,+6 Laps,alonso,7/29/1981,Spanish,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,mclaren,British,17.0,2,46,19374,Italian Grand Prix,Dry,
2747,2747,22769,938,18,1,15,14,14,0.0,52,01:29.8,232.324,+1 Lap,button,1/19/1980,British,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,mclaren,British,16.0,1,25,24310,Italian Grand Prix,Dry,
2748,2748,22758,938,13,3,5,3,3,15.0,53,01:27.9,237.326,Finished,massa,4/25/1981,Brazilian,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,williams,British,5.0,1,19,25207,Italian Grand Prix,Dry,
2749,2749,22759,938,822,3,6,4,4,12.0,53,01:27.5,238.272,Finished,bottas,8/28/1989,Finnish,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,williams,British,6.0,1,22,25536,Italian Grand Prix,Dry,
2750,2750,22760,938,8,6,2,5,5,10.0,53,01:27.6,238.111,Finished,raikkonen,10/17/1979,Finnish,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,ferrari,Italian,2.0,1,28,24442,Italian Grand Prix,Dry,
2751,2751,22757,938,20,6,3,2,2,18.0,53,01:27.4,238.678,Finished,vettel,7/3/1987,German,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,ferrari,Italian,3.0,1,25,24340,Italian Grand Prix,Dry,
2752,2752,22763,938,817,9,19,8,8,4.0,52,01:28.1,236.811,+1 Lap,ricciardo,7/1/1989,Australian,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,red_bull,Austrian,15.0,1,30,24259,Italian Grand Prix,Dry,
2753,2753,22765,938,826,9,18,10,10,1.0,52,01:28.2,236.365,+1 Lap,kvyat,4/26/1994,Russian,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,red_bull,Austrian,14.0,1,27,23884,Italian Grand Prix,Dry,
2756,2756,22767,938,830,5,20,12,12,0.0,52,01:27.4,238.64,+1 Lap,max_verstappen,9/30/1997,Dutch,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,toro_rosso,Italian,20.0,3,33,24938,Italian Grand Prix,Dry,
2758,2758,22766,938,832,5,17,11,11,0.0,52,01:27.5,238.313,+1 Lap,sainz,9/1/1994,Spanish,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,toro_rosso,Italian,13.0,2,30,24736,Italian Grand Prix,Dry,
2759,2759,22762,938,807,10,9,7,7,6.0,52,01:28.9,234.552,+1 Lap,hulkenberg,8/19/1987,German,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,force_india,Indian,9.0,1,18,24286,Italian Grand Prix,Dry,
2760,2760,22761,938,815,10,7,6,6,8.0,53,01:28.1,236.609,Finished,perez,1/26/1990,Mexican,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,force_india,Indian,7.0,1,23,24281,Italian Grand Prix,Dry,
2761,2761,22756,938,1,131,1,1,1,25.0,53,01:26.7,240.617,Finished,hamilton,1/7/1985,British,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,mercedes,German,1.0,1,26,24368,Italian Grand Prix,Dry,
2762,2762,22772,938,3,131,4,17,17,0.0,50,01:27.1,239.525,+3 Laps,rosberg,6/27/1985,German,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,mercedes,German,4.0,1,18,24657,Italian Grand Prix,Dry,
2763,2763,22764,938,828,15,12,9,9,2.0,52,01:28.5,235.604,+1 Lap,ericsson,9/2/1990,Swedish,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,sauber,Swiss,10.0,1,20,24842,Italian Grand Prix,Dry,
2765,2765,22768,938,831,15,17,13,13,0.0,52,01:28.7,235.24,+1 Lap,nasr,8/21/1992,Brazilian,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,sauber,Swiss,12.0,2,24,25282,Italian Grand Prix,Dry,
2766,2766,22770,938,829,209,13,15,15,0.0,51,01:31.1,228.927,+2 Laps,stevens,6/28/1991,British,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,manor,British,18.0,1,26,29382,Italian Grand Prix,Dry,
2767,2767,22771,938,833,209,14,16,16,0.0,51,01:31.3,228.393,+2 Laps,merhi,3/22/1991,Spanish,2015,12,Italian Grand Prix,9/6/2015,monza,Monza,Italy,manor,British,19.0,1,27,26435,Italian Grand Prix,Dry,
2770,2770,23216,961,4,1,12,14,14,0.0,52,01:25.3,244.373,+1 Lap,alonso,7/29/1981,Spanish,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,mclaren,British,13.0,3,49,24082,Italian Grand Prix,Dry,
2772,2772,23214,961,18,1,14,12,12,0.0,52,01:26.4,241.503,+1 Lap,button,1/19/1980,British,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,mclaren,British,15.0,2,38,24418,Italian Grand Prix,Dry,
2774,2774,23211,961,13,3,11,9,9,2.0,53,01:26.4,241.375,Finished,massa,4/25/1981,Brazilian,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,williams,British,11.0,2,36,23822,Italian Grand Prix,Dry,
2776,2776,23208,961,822,3,5,6,6,8.0,53,01:26.7,240.517,Finished,bottas,8/28/1989,Finnish,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,williams,British,5.0,2,30,23899,Italian Grand Prix,Dry,
2778,2778,23219,961,825,4,21,17,17,0.0,52,01:27.6,238.019,+1 Lap,kevin_magnussen,10/5/1992,Danish,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,renault,French,21.0,2,30,23757,Italian Grand Prix,Dry,
2779,2779,23223,961,835,4,20,R,21,0.0,7,01:31.4,228.268,Collision damage,jolyon_palmer,1/20/1991,British,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,renault,French,20.0,1,2,33275,Italian Grand Prix,Dry,
2781,2781,23206,961,8,6,4,4,4,12.0,53,01:26.0,242.452,Finished,raikkonen,10/17/1979,Finnish,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,ferrari,Italian,4.0,2,34,24279,Italian Grand Prix,Dry,
2783,2783,23205,961,20,6,3,3,3,15.0,53,01:26.3,241.626,Finished,vettel,7/3/1987,German,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,ferrari,Italian,3.0,2,33,25033,Italian Grand Prix,Dry,
2785,2785,23207,961,817,9,6,5,5,10.0,53,01:25.9,242.726,Finished,ricciardo,7/1/1989,Australian,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,red_bull,Austrian,6.0,2,37,23633,Italian Grand Prix,Dry,
2787,2787,23209,961,830,9,7,7,7,6.0,53,01:26.4,241.361,Finished,max_verstappen,9/30/1997,Dutch,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,red_bull,Austrian,7.0,2,35,23827,Italian Grand Prix,Dry,
2789,2789,23221,961,826,5,16,R,19,0.0,36,01:28.0,236.886,Battery,kvyat,4/26/1994,Russian,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,toro_rosso,Italian,17.0,2,33,24363,Italian Grand Prix,Dry,
2791,2791,23217,961,832,5,15,15,15,0.0,52,01:26.8,240.398,+1 Lap,sainz,9/1/1994,Spanish,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,toro_rosso,Italian,16.0,2,39,24341,Italian Grand Prix,Dry,
2793,2793,23212,961,807,10,9,10,10,1.0,53,01:27.0,239.837,Finished,hulkenberg,8/19/1987,German,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,force_india,Indian,9.0,2,33,24553,Italian Grand Prix,Dry,
2795,2795,23210,961,815,10,8,8,8,4.0,53,01:26.9,239.93,Finished,perez,1/26/1990,Mexican,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,force_india,Indian,8.0,2,28,24033,Italian Grand Prix,Dry,
2796,2796,23204,961,1,131,1,2,2,18.0,53,01:26.3,241.646,Finished,hamilton,1/7/1985,British,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,mercedes,German,1.0,1,25,23633,Italian Grand Prix,Dry,
2797,2797,23203,961,3,131,2,1,1,25.0,53,01:26.6,240.82,Finished,rosberg,6/27/1985,German,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,mercedes,German,2.0,1,24,25550,Italian Grand Prix,Dry,
2798,2798,23218,961,828,15,19,16,16,0.0,52,01:28.6,235.509,+1 Lap,ericsson,9/2/1990,Swedish,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,sauber,Swiss,19.0,1,23,25145,Italian Grand Prix,Dry,
2801,2801,23224,961,831,15,18,R,22,0.0,6,\N,\N,Collision damage,nasr,8/21/1992,Brazilian,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,sauber,Swiss,18.0,3,5,36594,Italian Grand Prix,Dry,
2802,2802,23213,961,154,210,17,11,11,0.0,52,01:27.2,239.086,+1 Lap,grosjean,4/17/1986,French,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,haas,American,12.0,1,28,25340,Italian Grand Prix,Dry,
2804,2804,23215,961,821,210,10,13,13,0.0,52,01:27.1,239.418,+1 Lap,gutierrez,8/5/1991,Mexican,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,haas,American,10.0,2,34,25515,Italian Grand Prix,Dry,
2805,2805,23220,961,839,209,22,18,18,0.0,51,01:28.5,235.556,+2 Laps,ocon,9/17/1996,French,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,manor,British,,1,32,25539,Italian Grand Prix,Dry,
2806,2806,23222,961,836,209,13,R,20,0.0,26,01:28.7,235.055,Oil leak,wehrlein,10/18/1994,German,2016,14,Italian Grand Prix,9/4/2016,monza,Monza,Italy,manor,British,14.0,1,16,25962,Italian Grand Prix,Dry,
2807,2807,23638,981,4,1,19,17,17,0.0,50,01:25.9,242.861,Gearbox,alonso,7/29/1981,Spanish,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,mclaren,British,13.0,1,30,24442,Italian Grand Prix,Dry,1.0
2808,2808,23629,981,13,3,7,8,8,4.0,53,01:25.5,243.981,Finished,massa,4/25/1981,Brazilian,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,williams,British,9.0,1,21,25078,Italian Grand Prix,Dry,1.0
2809,2809,23628,981,840,3,2,7,7,6.0,53,01:25.6,243.559,Finished,stroll,10/29/1998,Canadian,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,williams,British,4.0,1,17,26131,Italian Grand Prix,Dry,1.0
2810,2810,23634,981,807,4,14,13,13,0.0,52,01:26.1,242.128,+1 Lap,hulkenberg,8/19/1987,German,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,renault,French,12.0,1,9,24418,Italian Grand Prix,Dry,1.0
2811,2811,23641,981,835,4,17,R,20,0.0,29,01:25.8,243.198,Engine,jolyon_palmer,1/20/1991,British,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,renault,French,17.0,1,25,31008,Italian Grand Prix,Dry,1.0
2812,2812,23626,981,8,6,5,5,5,10.0,53,01:25.1,245.194,Finished,raikkonen,10/17/1979,Finnish,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,ferrari,Italian,7.0,1,15,25367,Italian Grand Prix,Dry,1.0
2813,2813,23624,981,20,6,6,3,3,15.0,53,01:23.9,248.576,Finished,vettel,7/3/1987,German,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,ferrari,Italian,8.0,1,31,24307,Italian Grand Prix,Dry,1.0
2814,2814,23625,981,817,9,16,4,4,12.0,53,01:23.4,250.174,Finished,ricciardo,7/1/1989,Australian,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,red_bull,Austrian,3.0,1,37,23951,Italian Grand Prix,Dry,1.0
2816,2816,23631,981,830,9,13,10,10,1.0,52,01:24.4,247.238,+1 Lap,max_verstappen,9/30/1997,Dutch,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,red_bull,Austrian,2.0,2,27,24173,Italian Grand Prix,Dry,1.0
2817,2817,23633,981,826,5,8,12,12,0.0,52,01:25.9,242.796,+1 Lap,kvyat,4/26/1994,Russian,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,toro_rosso,Italian,14.0,1,19,25826,Italian Grand Prix,Dry,1.0
2818,2818,23635,981,832,5,15,14,14,0.0,52,01:26.2,241.906,+1 Lap,sainz,9/1/1994,Spanish,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,toro_rosso,Italian,15.0,1,13,24865,Italian Grand Prix,Dry,1.0
2819,2819,23630,981,815,10,10,9,9,2.0,53,01:25.0,245.442,Finished,perez,1/26/1990,Mexican,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,force_india,Indian,11.0,1,32,25377,Italian Grand Prix,Dry,1.0
2820,2820,23627,981,839,10,3,6,6,8.0,53,01:25.1,243.482,Finished,ocon,9/17/1996,French,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,force_india,Indian,5.0,1,16,24432,Italian Grand Prix,Dry,1.0
2821,2821,23622,981,1,131,1,1,1,25.0,53,01:23.5,249.793,Finished,hamilton,1/7/1985,British,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,mercedes,German,1.0,1,32,23725,Italian Grand Prix,Dry,1.0
2822,2822,23623,981,822,131,4,2,2,18.0,53,01:23.5,249.095,Finished,bottas,8/28/1989,Finnish,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,mercedes,German,6.0,1,33,23728,Italian Grand Prix,Dry,1.0
2823,2823,23639,981,828,15,11,18,18,0.0,49,01:27.7,237.897,Gearbox,ericsson,9/2/1990,Swedish,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,sauber,Swiss,18.0,1,18,25310,Italian Grand Prix,Dry,1.0
2824,2824,23637,981,836,15,12,16,16,0.0,51,01:26.5,240.965,+2 Laps,wehrlein,10/18/1994,German,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,sauber,Swiss,19.0,1,20,25212,Italian Grand Prix,Dry,1.0
2826,2826,23636,981,154,210,20,15,15,0.0,52,01:25.0,245.292,+1 Lap,grosjean,4/17/1986,French,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,haas,American,20.0,2,34,24307,Italian Grand Prix,Dry,1.0
2827,2827,23632,981,825,210,9,11,11,0.0,52,01:26.0,242.393,+1 Lap,kevin_magnussen,10/5/1992,Danish,2017,13,Italian Grand Prix,9/3/2017,monza,Monza,Italy,haas,American,16.0,1,11,24384,Italian Grand Prix,Dry,1.0
2832,2832,21092,854,1,1,4,5,5,10.0,61,01:50.8,164.779,Finished,hamilton,1/7/1985,British,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,mclaren,British,4.0,5,48,29876,Singapore Grand Prix,Dry,5.0
2835,2835,21089,854,18,1,3,2,2,18.0,61,01:48.5,168.392,Finished,button,1/19/1980,British,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,mclaren,British,3.0,3,48,30305,Singapore Grand Prix,Dry,5.0
2837,2837,21100,854,22,3,12,13,13,0.0,60,01:55.2,158.483,+1 Lap,barrichello,5/23/1972,Brazilian,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,williams,British,12.0,2,30,30544,Singapore Grand Prix,Dry,5.0
2840,2840,21098,854,813,3,13,11,11,0.0,60,01:53.2,161.335,+1 Lap,maldonado,3/9/1985,Venezuelan,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,williams,British,13.0,3,45,30477,Singapore Grand Prix,Dry,5.0
2843,2843,21104,854,808,4,18,17,17,0.0,59,01:54.2,159.913,+2 Laps,petrov,9/8/1984,Russian,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,renault,French,18.0,3,47,30485,Singapore Grand Prix,Dry,5.0
2847,2847,21102,854,811,4,15,15,15,0.0,59,01:53.8,160.518,+2 Laps,bruno_senna,10/15/1983,Brazilian,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,renault,French,15.0,4,48,30987,Singapore Grand Prix,Dry,5.0
2850,2850,21091,854,4,6,5,4,4,12.0,61,01:50.9,164.691,Finished,alonso,7/29/1981,Spanish,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,ferrari,Italian,5.0,3,49,29972,Singapore Grand Prix,Dry,5.0
2854,2854,21096,854,13,6,6,9,9,2.0,60,01:52.6,162.263,+1 Lap,massa,4/25/1981,Brazilian,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,ferrari,Italian,6.0,4,41,30983,Singapore Grand Prix,Dry,5.0
2857,2857,21090,854,17,9,2,3,3,15.0,61,01:50.1,165.892,Finished,webber,8/27/1976,Australian,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,red_bull,Austrian,2.0,3,47,30413,Singapore Grand Prix,Dry,5.0
2860,2860,21088,854,20,9,1,1,1,25.0,61,01:48.7,168.029,Finished,vettel,7/3/1987,German,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,red_bull,Austrian,1.0,3,49,30796,Singapore Grand Prix,Dry,5.0
2863,2863,21099,854,67,5,14,12,12,0.0,60,01:52.2,162.774,+1 Lap,buemi,10/31/1988,Swiss,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,toro_rosso,Italian,14.0,3,49,32739,Singapore Grand Prix,Dry,5.0
2866,2866,21108,854,153,5,16,21,21,0.0,56,01:53.7,160.656,Accident,alguersuari,3/23/1990,Spanish,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,toro_rosso,Italian,16.0,3,35,31836,Singapore Grand Prix,Dry,5.0
2868,2868,21095,854,16,10,9,8,8,4.0,60,01:54.6,159.411,+1 Lap,sutil,1/11/1983,German,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,force_india,Indian,9.0,2,29,33418,Singapore Grand Prix,Dry,5.0
2870,2870,21093,854,814,10,10,6,6,8.0,61,01:54.2,159.864,Finished,resta,4/16/1986,British,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,force_india,Indian,10.0,2,29,29764,Singapore Grand Prix,Dry,5.0
2873,2873,21094,854,3,131,7,7,7,6.0,60,01:54.4,159.663,+1 Lap,rosberg,6/27/1985,German,2011,14,Singapore Grand Prix,9/25/2011,marina_bay,Marina Bay,Singapore,mercedes,German,7.0,3,29,30261,Singapore Grand Prix,Dry,5.0
